event,	id,	pt,	eta,	phi,	momentum,	mass
53,	9900015,	8.92446,	4.25376,	-0.79146,	314.068,	79
54,	9900015,	11.0964,	5.22639,	1.51799,	1032.66,	79
55,	9900015,	0.418066,	-8.15758,	-1.00108,	729.467,	79
56,	9900015,	27.5693,	0.124914,	0.897172,	27.7847,	79
57,	-9900015,	6.51507,	-4.63722,	-2.87641,	336.395,	79
58,	9900015,	9.231,	-5.38391,	-3.091,	1005.62,	79
59,	-9900015,	14.0938,	-3.56289,	2.0712,	248.71,	79
60,	-9900015,	5.8663,	5.83016,	-3.01464,	998.492,	79
61,	9900015,	33.2646,	-4.30589,	1.08921,	1233.27,	79
62,	9900015,	9.43489,	-4.33241,	0.591081,	359.19,	79
63,	9900015,	12.7548,	6.23654,	-0.66149,	3259.4,	79
64,	-9900015,	27.4079,	4.49377,	-2.19222,	1226.09,	79
65,	-9900015,	6.13054,	3.22619,	-1.06005,	77.3163,	79
66,	9900015,	14.8673,	0.662079,	2.63466,	18.2466,	79
67,	9900015,	24.7343,	4.4684,	-0.808836,	1078.77,	79
68,	9900015,	9.93459,	-5.9347,	-0.566551,	1877.29,	79
69,	9900015,	17.3981,	-4.77446,	0.531267,	1030.45,	79
70,	9900015,	80.9958,	2.28892,	0.287466,	403.589,	79
71,	9900015,	1.59137,	7.54348,	-2.3896,	1502.56,	79
72,	9900015,	56.8492,	0.93528,	1.02544,	83.5798,	79
73,	9900015,	2.50977,	-4.60674,	-0.96759,	125.698,	79
74,	-9900015,	19.0987,	4.1084,	1.29588,	581.226,	79
75,	9900015,	7.57262,	-3.36925,	-3.07896,	110.148,	79
76,	-9900015,	19.1262,	2.4418,	0.347734,	110.748,	79
77,	9900015,	6.03355,	4.12672,	2.54754,	187.012,	79
78,	-9900015,	13.9457,	-1.80885,	-2.91499,	43.7007,	79
79,	9900015,	3.86393,	-3.6459,	-1.93087,	74.0778,	79
80,	9900015,	7.35516,	3.27905,	-3.08326,	97.7798,	79
81,	-9900015,	4.75635,	-4.4758,	-0.671828,	208.984,	79
82,	9900015,	15.9246,	5.09198,	1.99303,	1295.61,	79
83,	9900015,	1.89239,	5.18779,	0.0274375,	169.443,	79
84,	9900015,	4.50475,	-3.09046,	0.185655,	49.6256,	79
85,	9900015,	2.66235,	-5.31813,	-0.417801,	271.57,	79
86,	9900015,	15.7595,	1.56681,	-2.27347,	39.3993,	79
87,	9900015,	4.63615,	-2.30111,	2.96334,	23.3786,	79
88,	9900015,	15.3253,	-4.6964,	-2.64211,	839.525,	79
89,	9900015,	37.4474,	-3.79489,	-0.553723,	833.127,	79
90,	9900015,	17.892,	-3.09851,	-0.86723,	198.691,	79
91,	-9900015,	22.6888,	5.31804,	2.60621,	2314.12,	79
92,	9900015,	3.04967,	-7.10843,	-2.10396,	1863.7,	79
92,	9900015,	3.58832,	-6.93936,	-2.02686,	1851.77,	79
93,	-9900015,	6.74019,	4.31405,	-1.75648,	251.934,	79
94,	-9900015,	2.56367,	4.8242,	2.37397,	159.583,	79
95,	-9900015,	7.41201,	4.9655,	2.2985,	531.394,	79
96,	9900015,	9.12079,	-6.60293,	1.7668,	3362.16,	79
97,	9900015,	8.11936,	3.93604,	1.28632,	207.997,	79
98,	-9900015,	3.4492,	-6.52706,	1.27573,	1178.57,	79
99,	-9900015,	42.0411,	-0.827683,	-1.92439,	57.2825,	79
100,	9900015,	4.59969,	5.13154,	-2.53395,	389.328,	79
101,	9900015,	41.7921,	-4.91199,	-1.78143,	2840.14,	79
102,	-9900015,	8.77463,	-2.6034,	0.300475,	59.5956,	79
103,	-9900015,	16.9644,	4.85513,	-0.597584,	1089.16,	79
104,	-9900015,	5.19755,	-3.34989,	0.827469,	74.1549,	79
105,	-9900015,	3.62121,	-5.97081,	-1.71917,	709.441,	79
106,	9900015,	5.39022,	6.79578,	-1.19016,	2409.61,	79
107,	9900015,	4.74791,	-3.6684,	-3.05245,	93.0936,	79
108,	-9900015,	8.70513,	-1.62136,	-0.967525,	22.8841,	79
108,	-9900015,	8.76045,	-1.61328,	-0.978529,	22.8581,	79
109,	9900015,	6.93232,	-3.28617,	0.261945,	92.8152,	79
109,	9900015,	6.89472,	-3.28943,	0.256535,	92.6125,	79
110,	-9900015,	1.24255,	-5.99946,	2.30309,	250.507,	79
111,	9900015,	2.41586,	-5.08664,	-2.05545,	195.504,	79
112,	-9900015,	7.96943,	-5.43753,	1.94771,	915.996,	79
113,	9900015,	38.3196,	4.08259,	-0.293137,	1136.47,	79
114,	-9900015,	9.57479,	3.99438,	-1.67486,	260.007,	79
115,	-9900015,	13.7589,	-2.61409,	-1.62469,	94.4414,	79
116,	-9900015,	11.0489,	6.09977,	-2.49016,	2462.57,	79
117,	9900015,	18.689,	-3.37729,	2.99029,	274.033,	79
118,	9900015,	7.35811,	6.87946,	2.8671,	3576.43,	79
119,	9900015,	15.1972,	-3.67101,	-0.115415,	298.753,	79
120,	-9900015,	4.43298,	2.30963,	2.76707,	22.5418,	79
121,	9900015,	45.7633,	-2.03287,	-0.848902,	177.72,	79
122,	9900015,	0.813299,	-7.78681,	2.40646,	979.461,	79
123,	9900015,	14.8386,	2.79486,	2.09474,	121.836,	79
124,	-9900015,	27.5312,	-2.62046,	-2.84344,	190.169,	79
125,	-9900015,	52.4347,	-2.61022,	-2.75575,	358.535,	79
126,	9900015,	8.79451,	-2.94103,	-2.58028,	83.4959,	79
127,	9900015,	1.15442,	6.93091,	-1.74964,	590.732,	79
128,	-9900015,	1.6494,	-6.15441,	-1.99976,	388.261,	79
129,	-9900015,	54.9992,	-1.23043,	-1.80154,	102.157,	79
129,	-9900015,	55.2692,	-1.23181,	-1.80028,	102.778,	79
130,	-9900015,	22.6774,	-4.95333,	-0.29698,	1606.15,	79
131,	9900015,	4.56517,	-2.62115,	0.0127243,	31.555,	79
132,	9900015,	57.6911,	-4.26456,	1.32453,	2052.3,	79
133,	9900015,	25.1922,	4.72294,	-1.32551,	1417.16,	79
134,	9900015,	5.4409,	-4.35378,	-0.16941,	211.61,	79
135,	9900015,	4.46098,	3.27243,	0.264086,	58.9143,	79
136,	9900015,	1.57288,	5.47363,	-0.0977383,	187.43,	79
137,	9900015,	11.6283,	5.48678,	2.96273,	1404.01,	79
138,	9900015,	7.0591,	5.82079,	-0.563068,	1190.31,	79
139,	9900015,	26.5621,	-4.83802,	-1.23706,	1676.43,	79
140,	-9900015,	3.56671,	5.16113,	-2.65579,	310.959,	79
141,	9900015,	1.92178,	6.89283,	-2.7261,	946.66,	79
142,	9900015,	47.9543,	-3.22574,	-0.126552,	604.509,	79
143,	9900015,	1.35216,	7.66036,	-0.920515,	1434.99,	79
144,	-9900015,	8.99804,	-4.31467,	2.64545,	336.536,	79
145,	9900015,	16.8413,	-3.93833,	1.43816,	432.42,	79
146,	-9900015,	18.0195,	6.06645,	1.83667,	3884.53,	79
147,	-9900015,	14.572,	-3.35861,	1.34992,	209.721,	79
148,	-9900015,	4.2407,	-3.46104,	-2.10956,	67.5997,	79
149,	9900015,	14.0426,	2.26259,	3.11197,	68.1911,	79
150,	9900015,	9.20118,	-3.83578,	-1.3552,	213.243,	79
151,	9900015,	9.69717,	3.4989,	-0.790499,	160.533,	79
152,	9900015,	24.5878,	-4.62279,	0.753087,	1251.37,	79
153,	9900015,	49.5565,	2.57328,	-1.18063,	326.701,	79
154,	9900015,	5.1851,	4.41108,	1.64725,	213.55,	79
155,	9900015,	18.5645,	-5.44008,	1.29264,	2139.24,	79
156,	-9900015,	113.795,	0.855698,	0.329953,	158.061,	79
157,	-9900015,	44.1061,	4.7533,	1.81374,	2557.62,	79
158,	9900015,	12.3799,	6.04671,	1.22614,	2616.63,	79
159,	-9900015,	25.3675,	-3.63195,	2.42724,	479.61,	79
160,	9900015,	64.1368,	3.4293,	2.44509,	990.514,	79
161,	-9900015,	9.65627,	-6.05317,	-1.50981,	2054.19,	79
162,	-9900015,	8.54419,	1.46702,	-0.35646,	19.5103,	79
163,	9900015,	7.53248,	5.31941,	-2.23012,	769.321,	79
164,	9900015,	10.1612,	-2.33633,	2.54557,	53.0413,	79
165,	9900015,	15.015,	4.22396,	-1.14791,	512.897,	79
166,	9900015,	7.9783,	-1.97126,	-1.27444,	29.1967,	79
167,	-9900015,	2.95409,	-5.57984,	1.6537,	391.467,	79
169,	-9900015,	9.10469,	3.64726,	3.0935,	174.789,	79
170,	9900015,	4.27935,	-7.29427,	2.69441,	3149.28,	79
171,	9900015,	6.36006,	-4.97041,	2.36694,	458.218,	79
172,	-9900015,	12.7363,	5.83393,	-0.676249,	2176,	79
173,	9900015,	13.5108,	-4.08065,	0.445675,	399.923,	79
174,	9900015,	4.47728,	1.49755,	-2.08426,	10.5091,	79
175,	-9900015,	5.55597,	6.20121,	-1.10492,	1370.51,	79
176,	9900015,	3.8647,	4.58677,	-1.11082,	189.732,	79
177,	9900015,	17.8781,	3.48911,	1.14724,	293.089,	79
178,	-9900015,	18.5793,	-4.03952,	-2.20534,	527.809,	79
179,	9900015,	14.0596,	5.23197,	-1.01948,	1315.75,	79
180,	-9900015,	5.98619,	-3.97884,	1.34999,	160.051,	79
181,	-9900015,	11.671,	2.13407,	1.01702,	49.9959,	79
182,	9900015,	13.5544,	5.09966,	1.74959,	1111.27,	79
183,	9900015,	9.23445,	5.71331,	-0.852158,	1398.45,	79
184,	9900015,	41.6055,	2.44345,	-0.916282,	241.302,	79
185,	9900015,	4.41357,	-3.88774,	0.753342,	107.737,	79
185,	9900015,	4.35469,	-3.90121,	0.747417,	107.74,	79
186,	9900015,	37.2504,	5.05155,	2.18412,	2910.57,	79
187,	9900015,	10.4546,	-3.53897,	-1.13623,	180.136,	79
188,	9900015,	4.81772,	-4.94306,	-0.646956,	337.735,	79
189,	9900015,	13.7218,	4.98832,	-1.98195,	1006.47,	79
190,	9900015,	9.46557,	2.9885,	-2.0016,	94.2118,	79
191,	-9900015,	33.6446,	2.86816,	-1.68821,	297.105,	79
192,	9900015,	21.676,	-1.11537,	-2.89303,	36.616,	79
193,	9900015,	6.06247,	-6.83307,	2.80668,	2813.09,	79
193,	9900015,	6.04097,	-6.83663,	2.80913,	2813.13,	79
194,	-9900015,	2.45645,	7.56956,	-0.1142,	2380.65,	79
195,	-9900015,	17.0471,	3.3838,	-2.1906,	251.585,	79
196,	-9900015,	16.3603,	3.75288,	-1.91004,	349.026,	79
197,	9900015,	7.49484,	5.29236,	1.63779,	745.052,	79
198,	-9900015,	8.77045,	-2.88021,	-1.50121,	78.3818,	79
199,	-9900015,	4.2938,	6.23354,	-0.407142,	1093.97,	79
200,	9900015,	11.7069,	4.26906,	-3.0066,	418.339,	79
201,	-9900015,	3.9169,	-2.38398,	1.45444,	21.4257,	79
202,	-9900015,	1.95161,	4.34883,	0.594744,	75.5279,	79
203,	-9900015,	5.81358,	-5.06361,	-0.0383296,	459.757,	79
204,	-9900015,	13.3397,	2.5118,	-0.422168,	82.7612,	79
205,	-9900015,	6.78263,	-3.95694,	-1.2559,	177.421,	79
206,	-9900015,	5.06583,	-3.77556,	-0.624313,	110.548,	79
207,	-9900015,	4.54357,	-4.80733,	-2.90988,	278.094,	79
208,	-9900015,	34.9159,	2.93042,	-1.65159,	328.016,	79
209,	-9900015,	1.6205,	4.80271,	-2.07414,	98.7276,	79
210,	9900015,	42.6426,	-1.63918,	-1.08837,	113.964,	79
211,	9900015,	5.37397,	4.85311,	-2.19448,	344.325,	79
212,	-9900015,	32.5362,	-2.80389,	1.73129,	269.55,	79
213,	9900015,	14.5132,	-3.1451,	-2.95853,	168.826,	79
214,	9900015,	17.4641,	3.31646,	1.21833,	240.995,	79
215,	-9900015,	2.98194,	5.44093,	1.37252,	343.91,	79
216,	9900015,	46.3483,	2.38809,	-2.59481,	254.555,	79
217,	-9900015,	9.19069,	3.76978,	-1.58945,	199.409,	79
218,	-9900015,	17.9636,	-4.9371,	0.0623596,	1251.82,	79
219,	-9900015,	25.7553,	1.59858,	-1.53891,	66.2967,	79
220,	9900015,	5.73522,	6.88789,	1.41095,	2811.2,	79
221,	-9900015,	23.984,	0.359288,	1.98177,	25.5487,	79
222,	9900015,	70.8075,	-1.54563,	1.14174,	173.624,	79
223,	-9900015,	3.68072,	4.63259,	3.09393,	189.17,	79
224,	-9900015,	1.53199,	5.89027,	0.625336,	276.912,	79
225,	-9900015,	4.5043,	-6.1324,	3.00937,	1037.21,	79
226,	-9900015,	7.61492,	5.18039,	3.13846,	676.803,	79
227,	-9900015,	1.67898,	5.79616,	-1.38304,	276.223,	79
228,	-9900015,	5.52526,	3.00596,	-0.0306783,	55.9571,	79
229,	-9900015,	5.71017,	2.0424,	-2.50968,	22.3805,	79
230,	9900015,	3.89979,	-4.57051,	1.55679,	188.367,	79
231,	9900015,	2.25367,	4.96636,	-0.924064,	161.712,	79
232,	9900015,	15.146,	-3.18349,	1.56548,	183.056,	79
233,	9900015,	2.83336,	-5.75163,	0.298002,	445.839,	79
234,	-9900015,	3.25058,	-2.88996,	0.351295,	29.3335,	79
235,	-9900015,	130.5,	2.67578,	-2.56918,	952.161,	79
236,	9900015,	1.97529,	-6.5603,	-0.370034,	697.757,	79
237,	9900015,	24.4686,	3.54872,	-2.39206,	425.724,	79
238,	9900015,	2.12633,	5.41182,	-1.43791,	238.196,	79
239,	-9900015,	60.4729,	3.24954,	0.242966,	780.622,	79
240,	9900015,	7.49849,	6.34776,	1.82715,	2141.63,	79
241,	9900015,	41.3888,	-1.07878,	1.09145,	67.9005,	79
242,	9900015,	70.0864,	2.91625,	1.19248,	649.21,	79
243,	9900015,	3.38085,	-5.60071,	2.83359,	457.465,	79
244,	9900015,	8.34148,	-3.99074,	2.0638,	225.692,	79
245,	-9900015,	4.45953,	-0.540042,	2.99792,	5.12579,	79
246,	9900015,	32.8478,	0.324583,	-1.42417,	34.5933,	79
247,	9900015,	51.2926,	-1.56754,	-0.141135,	128.319,	79
248,	-9900015,	20.7315,	-2.41272,	-2.77771,	116.654,	79
249,	9900015,	7.52883,	4.80131,	-2.0902,	458.046,	79
250,	9900015,	11.0676,	2.03323,	3.12539,	42.9955,	79
251,	9900015,	24.7331,	-3.58892,	-2.80193,	447.951,	79
252,	9900015,	35.5316,	1.36535,	-2.54275,	74.1256,	79
253,	-9900015,	5.61563,	2.91337,	-0.233073,	51.8687,	79
254,	-9900015,	13.302,	-0.940884,	2.68573,	19.6373,	79
255,	9900015,	1.14867,	6.50887,	2.16532,	385.416,	79
256,	-9900015,	6.73655,	-5.67836,	-0.376581,	985.131,	79
256,	-9900015,	6.72924,	-5.67942,	-0.375984,	985.102,	79
257,	9900015,	5.63125,	3.9265,	1.88048,	142.889,	79
258,	9900015,	17.8084,	4.54938,	0.580284,	842.195,	79
259,	9900015,	3.57165,	-4.5033,	-3.0602,	161.306,	79
260,	-9900015,	5.43127,	1.90827,	-2.50423,	18.71,	79
261,	9900015,	2.61999,	7.56402,	-0.739956,	2525.12,	79
262,	9900015,	19.1507,	-4.19029,	0.951336,	632.516,	79
263,	-9900015,	11.9973,	-2.79095,	2.10953,	98.1255,	79
264,	-9900015,	17.6269,	-2.57468,	-2.93434,	116.366,	79
265,	9900015,	19.137,	1.58245,	-2.41139,	48.5345,	79
266,	-9900015,	6.8153,	4.72825,	-1.40078,	385.428,	79
267,	9900015,	2.75125,	5.58597,	1.20193,	366.827,	79
268,	-9900015,	4.11557,	4.43516,	1.28243,	173.631,	79
269,	-9900015,	19.6546,	-2.09615,	1.88815,	81.1513,	79
270,	9900015,	12.398,	-3.31047,	-2.7181,	170.066,	79
271,	9900015,	4.73846,	-6.73905,	3.11992,	2001.43,	79
272,	-9900015,	133.952,	-0.460479,	2.15491,	148.407,	79
273,	9900015,	1.88067,	2.92421,	0.767234,	17.5591,	79
274,	9900015,	7.34359,	-2.80489,	0.878367,	60.8998,	79
275,	9900015,	7.55773,	4.22435,	-3.01101,	258.264,	79
276,	9900015,	10.0627,	-4.40931,	-0.499221,	413.704,	79
277,	9900015,	17.2214,	1.07975,	2.34997,	28.2742,	79
278,	-9900015,	15.3462,	2.46244,	-1.56979,	90.6856,	79
279,	9900015,	5.81122,	3.13199,	-2.59469,	66.7223,	79
280,	9900015,	47.4909,	2.57547,	-1.92817,	313.764,	79
281,	9900015,	10.2916,	3.99547,	0.77085,	279.776,	79
282,	-9900015,	2.21628,	4.77483,	1.65836,	131.313,	79
283,	9900015,	64.1283,	4.14274,	2.4768,	2019.75,	79
284,	-9900015,	36.745,	2.86848,	1.27734,	324.586,	79
285,	-9900015,	4.1707,	2.85473,	0.915309,	36.3422,	79
286,	9900015,	10.0268,	2.58005,	0.336433,	66.5458,	79
287,	9900015,	0.917156,	-6.89887,	0.298996,	454.524,	79
288,	9900015,	7.05947,	-6.12658,	2.63345,	1616.16,	79
289,	-9900015,	17.5798,	-1.77662,	-0.146843,	53.4342,	79
290,	-9900015,	4.16002,	5.07083,	0.434685,	331.372,	79
291,	-9900015,	11.1365,	-4.56754,	-1.89067,	536.32,	79
292,	9900015,	3.18734,	4.78757,	-0.352586,	191.27,	79
293,	-9900015,	12.6342,	-2.27108,	-0.789496,	61.8637,	79
294,	9900015,	42.3827,	-3.31258,	0.437932,	582.596,	79
295,	9900015,	57.9263,	1.84586,	-2.22401,	188.012,	79
296,	9900015,	2.552,	4.59954,	-2.37249,	126.897,	79
297,	-9900015,	1.17361,	-7.55781,	-2.02533,	1124.11,	79
298,	9900015,	7.2015,	5.77723,	-3.13727,	1162.56,	79
299,	9900015,	5.15239,	-6.43871,	-0.184421,	1611.67,	79
300,	-9900015,	4.66308,	-6.02733,	-2.14029,	966.674,	79
301,	9900015,	20.504,	-1.19042,	-1.51282,	36.8308,	79
302,	9900015,	7.8833,	5.28226,	-1.87393,	775.79,	79
303,	9900015,	17.1994,	-4.19227,	-0.28811,	569.196,	79
304,	-9900015,	12.1965,	3.63932,	-2.15802,	232.295,	79
305,	-9900015,	4.63181,	6.3312,	-3.02897,	1301.14,	79
306,	9900015,	28.7879,	-1.42269,	0.581138,	63.1799,	79
307,	9900015,	6.88788,	4.18319,	0.0475277,	225.887,	79
308,	9900015,	1.93175,	5.78852,	0.204597,	315.388,	79
309,	9900015,	16.1265,	-2.71493,	0.615648,	122.318,	79
310,	-9900015,	4.2493,	-5.10464,	2.15267,	350.122,	79
311,	9900015,	56.7933,	-0.262154,	1.04958,	58.756,	79
312,	-9900015,	27.2677,	-1.92243,	-0.378297,	95.2162,	79
313,	9900015,	4.86191,	-6.50048,	0.30535,	1617.71,	79
314,	-9900015,	1.51566,	-4.04249,	-2.02871,	43.1852,	79
315,	9900015,	9.66285,	3.46573,	-2.75577,	154.756,	79
316,	9900015,	14.6254,	2.75504,	1.20913,	115.433,	79
317,	9900015,	1.055,	-8.02842,	-1.62795,	1617.79,	79
318,	9900015,	1.09777,	-2.79062,	-0.396577,	8.97566,	79
319,	9900015,	10.3445,	-1.86578,	0.102998,	34.2181,	79
320,	-9900015,	15.9197,	3.65068,	-3.08777,	306.669,	79
321,	9900015,	11.7975,	-3.52978,	-2.84715,	201.418,	79
322,	9900015,	49.5725,	1.28394,	0.41064,	96.3635,	79
323,	9900015,	10.9112,	-2.62356,	-1.03456,	75.5998,	79
324,	-9900015,	0.817118,	5.56234,	2.63368,	106.404,	79
325,	9900015,	72.4929,	0.571007,	-1.74448,	84.6356,	79
326,	9900015,	3.03596,	-6.00226,	2.65481,	613.789,	79
326,	9900015,	2.92303,	-6.04062,	2.63497,	614.065,	79
327,	9900015,	1.85466,	-7.57935,	2.03826,	1815.12,	79
328,	-9900015,	53.0201,	1.65594,	2.04597,	143.92,	79
329,	9900015,	61.1933,	1.07989,	0.617481,	100.479,	79
330,	9900015,	7.99502,	4.94703,	-1.51782,	562.701,	79
330,	9900015,	8.02958,	4.94202,	-1.51558,	562.311,	79
331,	9900015,	4.85587,	-4.71739,	-1.48957,	271.649,	79
332,	9900015,	9.02582,	-5.09687,	-0.0875425,	737.934,	79
333,	9900015,	15.0975,	-4.43164,	-0.937322,	634.709,	79
334,	-9900015,	21.8185,	-1.85584,	0.189891,	71.4928,	79
335,	-9900015,	28.441,	-4.15115,	-1.15865,	903.329,	79
336,	9900015,	9.50974,	-5.38365,	2.98405,	1035.71,	79
337,	9900015,	4.46316,	-4.95918,	1.92785,	317.965,	79
338,	9900015,	8.67005,	3.40573,	0.568931,	130.785,	79
339,	9900015,	23.1294,	-3.19569,	-1.26211,	282.966,	79
340,	9900015,	8.50363,	4.85014,	0.309233,	543.237,	79
341,	-9900015,	2.10638,	5.41214,	-2.44276,	236.036,	79
342,	9900015,	0.935512,	7.97983,	-0.281835,	1366.51,	79
343,	-9900015,	61.7943,	-0.874675,	1.39192,	86.9783,	79
344,	9900015,	64.9073,	-2.85877,	-2.74573,	567.854,	79
345,	-9900015,	19.848,	2.08813,	0.379866,	81.3141,	79
346,	9900015,	9.61604,	-4.33814,	-1.25767,	368.189,	79
347,	-9900015,	12.916,	-4.1977,	1.77537,	429.769,	79
348,	9900015,	10.5841,	4.17075,	-1.5703,	342.819,	79
349,	-9900015,	15.282,	3.21102,	-1.10544,	189.838,	79
350,	-9900015,	9.91924,	2.92852,	0.875731,	93.0094,	79
351,	9900015,	93.8677,	1.8711,	-2.75457,	312.08,	79
352,	-9900015,	9.66938,	-4.72163,	1.66121,	543.229,	79
353,	9900015,	28.4769,	2.64245,	-0.518015,	201.03,	79
354,	9900015,	19.9059,	2.98147,	3.08729,	196.745,	79
355,	-9900015,	12.1051,	-2.69921,	0.548173,	90.3962,	79
356,	9900015,	14.0996,	-2.41899,	-0.689612,	79.8288,	79
356,	9900015,	14.1089,	-2.417,	-0.702306,	79.725,	79
357,	9900015,	0.930296,	-5.20194,	2.57921,	84.4848,	79
358,	9900015,	0.919043,	-6.46615,	2.96749,	295.475,	79
359,	9900015,	30.6803,	-3.43734,	-2.63824,	477.637,	79
360,	-9900015,	25.3662,	3.15514,	1.08999,	298.04,	79
361,	9900015,	8.39533,	2.32106,	-0.705697,	43.1713,	79
362,	-9900015,	4.44761,	-6.05882,	-1.49078,	951.511,	79
363,	9900015,	4.52592,	3.12014,	1.78782,	51.3551,	79
364,	9900015,	6.23349,	2.57109,	0.0768796,	41.0054,	79
365,	9900015,	6.6997,	5.76687,	-0.493588,	1070.41,	79
367,	-9900015,	9.57201,	5.15985,	0.48441,	833.455,	79
368,	-9900015,	17.5584,	3.90749,	-1.56038,	437.153,	79
369,	-9900015,	16.7393,	4.99547,	-2.54756,	1236.61,	79
370,	9900015,	4.58026,	5.33163,	-2.95641,	473.552,	79
371,	-9900015,	72.7096,	-0.722055,	0.936256,	92.5016,	79
372,	-9900015,	39.2338,	-0.458886,	2.65256,	43.4377,	79
373,	-9900015,	13.9942,	5.19144,	-0.127626,	1257.61,	79
374,	-9900015,	3.43804,	7.08198,	-1.05848,	2046.2,	79
375,	9900015,	10.328,	5.5109,	1.4761,	1277.46,	79
376,	9900015,	13.5514,	6.27253,	1.84815,	3589.89,	79
377,	9900015,	4.90231,	-3.89397,	2.27783,	120.415,	79
378,	9900015,	2.8225,	-5.434,	1.13961,	323.272,	79
379,	9900015,	9.44364,	4.36586,	1.18309,	371.75,	79
380,	-9900015,	9.7588,	-1.10506,	-0.660219,	16.3489,	79
380,	-9900015,	9.75793,	-1.10686,	-0.66173,	16.371,	79
381,	-9900015,	12.0476,	2.60838,	-2.66478,	82.2289,	79
382,	-9900015,	14.2582,	-2.89674,	1.32317,	129.537,	79
383,	9900015,	4.43254,	4.83181,	3.05179,	278.023,	79
384,	-9900015,	10.1538,	-4.07859,	-2.13291,	299.94,	79
385,	9900015,	25.4818,	-1.78701,	0.183354,	78.2169,	79
386,	-9900015,	16.5005,	-5.3412,	1.20329,	1722.39,	79
387,	9900015,	7.64897,	4.37171,	-0.990635,	302.868,	79
388,	-9900015,	3.22814,	6.01922,	1.37657,	663.803,	79
389,	9900015,	11.2099,	5.41895,	-2.31793,	1264.74,	79
